generation,Alakazam Dudunsparce,Ceruledge,Charizard Noctowl,Charizard Pidgeot,Crustle,Cynthia's Garchomp,Dragapult Charizard,Dragapult Dusknoir,Dragonite Eelektrik,Festival Lead,Flareon Noctowl,Froslass Munkidori,Gardevoir,Gardevoir Jellicent,Gholdengo Lunatone,Greninja,Grimmsnarl Froslass,Iron Hands Magneton,Joltik Box,Kangaskhan Bouffalant,Lucario Hariyama,Mega Absol Box,Mega Venusaur,N's Zoroark,Ogerpon Meganium,Raging Bolt Ogerpon,Rocket's Honchkrow,Rocket's Mewtwo,Tera Box
35,0.03665909759532298,0.0002969375820101762,0.10986638722723252,0.001636513500632545,0.019357182592403325,0.0017970546710187572,0.006669883448607595,0.029253458759766628,1.6212291160467014e-08,0.0009180812295598733,7.746409421670254e-05,0.018591924477824276,0.15555934706263252,0.024987646131724897,0.07787059530139366,0.10286972025244426,0.056552141680548784,7.386966059479723e-05,0.0036380921329314674,0.28622143416019136,0.003494839796895333,0.014542530798979903,0.006831200592114456,0.010177566685954398,0.00062080678320072,0.01906142733931017,0.009666836009968802,2.010125761218986e-06,0.002705934094466883
36,0.037441751115855466,0.000248148251786673,0.1122942768704325,0.0014025516500373013,0.01986706970744148,0.0017688456973884079,0.005993508423774473,0.027664405972786146,9.471615012588366e-09,0.0007146265796314735,6.693443229405791e-05,0.01743629796131869,0.15850034612939085,0.023927225715476213,0.07662614012724105,0.10852941700877297,0.05599783809297455,5.611236520831611e-05,0.003049698066591304,0.28302431836967,0.003556162751407826,0.013728906863391973,0.0067288954927371475,0.0098415786237229,0.0005718962735612955,0.019341615582763722,0.009019770112203352,1.3308082922817488e-06,0.0026003214822326115
37,0.03813446930008338,0.00020714627396696084,0.11503637257512919,0.0012040850002010776,0.020459233893181824,0.0017297031764155284,0.005373906247776224,0.026205747762114817,5.517579181264673e-09,0.0005581001613583264,5.773673240761908e-05,0.016373502351468876,0.1617515670230839,0.022981666720356564,0.07528205327091299,0.11414488239965889,0.05544581978451498,4.268224368283335e-05,0.0025575018744785276,0.27872723132025956,0.003609362492525795,0.012952900827941859,0.00661345754227974,0.009526752384630043,0.0005254139103887373,0.01959920195716576,0.008389209218743388,8.826587335461873e-07,0.002509405378959858
38,0.038707259625691534,0.0001727463657925473,0.1181270727954403,0.0010358337116245636,0.02113105279135104,0.0016787749282950067,0.004807954441848462,0.02487529047298405,3.2055597668381855e-09,0.00043771521206411684,4.969187327728689e-05,0.015399540642500894,0.16533490650987032,0.022144224433432193,0.07385141121060675,0.11959743944288807,0.05491431390307578,3.253603581636534e-05,0.0021474493515888007,0.273455599848183,0.0036506673178608186,0.012217564484049728,0.006482884076473167,0.00923268175005233,0.0004811885689157557,0.019825465739504528,0.007776418370048423,5.866879361375186e-07,0.0024317262032684116
39,0.039131354627928626,0.00014392425537867407,0.12160010618196639,0.0008931891986467808,0.0218777809997121,0.001615780886109585,0.004292476027773872,0.02366909918886036,1.8577108234177884e-09,0.00034504705896700437,4.265232505106613e-05,0.014509750441518806,0.16926538400753657,0.021406842087705623,0.07234740150936395,0.12475643591393357,0.05442051137854837,2.487106365958631e-05,0.0018068289614054536,0.26735383482845587,0.0036764571623894107,0.011524935925585632,0.006336053879567698,0.00895877692496594,0.0004391336040195089,0.02001197891924202,0.007183127982250507,3.908694866418652e-07,0.0023658719322596135
40,0.03938070805592477,0.00011980033346106303,0.1254879183425149,0.0007721648325701868,0.022691846752826792,0.00154107111428148,0.0038242953892569007,0.022581975123567466,1.0741469681232225e-09,0.00027357511605483433,3.6495331533195335e-05,0.013699001149146937,0.17354953708906232,0.020760314176783912,0.07078322226939915,0.12948382007608086,0.05398043597324037,1.907491442537396e-05,0.0015243994223034369,0.2605815586060718,0.0036834474826859514,0.010876134060406805,0.006172779566046463,0.008704261199413324,0.0003992278346977147,0.020150844161499364,0.006611381539021572,2.610103886254728e-07,0.002310448003187618
41,0.039433517097915545,9.962375825041568e-05,0.12982095509600278,0.0006693391268158104,0.023562138868282772,0.0014556351802663414,0.00340027704558295,0.02160786765138774,6.198113116459726e-10,0.0002182883414799757,3.111750175213432e-05,0.012961856485238064,0.178183665547345,0.020194404939914166,0.06917198044114901,0.1336401533343541,0.0536088970078172,1.4683560378660897e-05,0.0012904023596444147,0.25330882451815273,0.003668886573003197,0.010271470932592081,0.005993808404209318,0.008468175826117804,0.000361496498109012,0.02023494152474411,0.006063365573983945,1.7466015453279133e-07,0.0022640515255449066
42,0.03927362298348035,8.275720979194192e-05,0.13462684989365037,0.0005817959236878193,0.024473362952618222,0.001361054719498549,0.003017351035239921,0.020740224111913327,3.5700382116862905e-10,0.00017535646933966803,2.6430535528143667e-05,0.012292705335042146,0.18315198867851615,0.019697941321043036,0.06752658123571378,0.13709177959312252,0.053319516253719126,1.1347331714272952e-05,0.001096495701693295,0.2457105993347615,0.0036307469351909523,0.009710572681292147,0.00580076370103156,0.00824939244900767,0.0003259926658022083,0.02025816955526214,0.005541232679808688,1.1707626859527723e-07,0.002225251279258193
43,0.03889163797825411,6.86624907888054e-05,0.1399295313038428,0.0005070648949606763,0.025405577865704285,0.0012593995730805624,0.002672528627256321,0.019972282397305346,2.0531550509467243e-10,0.00014186296793110558,2.2357874704797617e-05,0.01168586408380481,0.1884248133090577,0.019258903358962395,0.06585960388927502,0.1397186690416041,0.05312481599642843,8.80382188375098e-06,0.0009356378966611968,0.23796090213306736,0.003567889116899893,0.009192501155263167,0.005596026582190616,0.008046632303523506,0.00029277985656452136,0.0202156661850832,0.005046931126180847,7.856669559955907e-08,0.0021925753977094053
44,0.03828566670775451,5.688713911813467e-05,0.14574827464881984,0.0004430646411826502,0.02633404991506344,0.0011530772704442611,0.002362911813672028,0.019297312195631973,1.1793326742626104e-10,0.0001155924443457255,1.8832118452362128e-05,0.011135653844858488,0.19395684717298092,0.01886453726791068,0.06418316232359347,0.14142227876251579,0.053036352681902016,6.8566733910241765e-06,0.0008019464862075239,0.23022706117816588,0.003480177136578102,0.00871586971782039,0.005382566540036628,0.007858491271155742,0.00026191668678689505,0.020103995989532258,0.004582055660355913,5.274660159281267e-08,0.0021645088471885236
