generation,Alakazam Dudunsparce,Ceruledge,Charizard Noctowl,Charizard Pidgeot,Crustle,Cynthia's Garchomp,Dragapult Charizard,Dragapult Dusknoir,Dragonite Eelektrik,Festival Lead,Flareon Noctowl,Froslass Munkidori,Gardevoir,Gardevoir Jellicent,Gholdengo Lunatone,Greninja,Grimmsnarl Froslass,Iron Hands Magneton,Joltik Box,Kangaskhan Bouffalant,Lucario Hariyama,Mega Absol Box,Mega Venusaur,N's Zoroark,Ogerpon Meganium,Raging Bolt Ogerpon,Rocket's Honchkrow,Rocket's Mewtwo,Tera Box
34,0.01570335201213057,0.00012154158125410746,0.07247586445617271,0.00024642547955046454,0.006749386803554274,0.0002617655468984279,0.00016747992207959196,0.01064910397166208,6.427175332603978e-05,3.911511139020608e-05,0.0007344815651066755,0.001097337133595939,0.4163117851068011,0.008630902124070678,0.03578980444583221,0.05564219247911439,0.19349124035355506,1.669241409513949e-05,6.329560757237508e-05,0.09784173356619655,8.44908469096451e-05,0.015058229847446284,3.952999036539785e-05,0.019757556224634383,0.010687600599585503,0.037166278729567334,0.00022784866054563724,1.1795837276605383e-05,0.0008688978297106798
35,0.02716043423203262,0.00011536990525839223,0.0677453676981216,0.0002339124103507595,0.02127087473806385,0.00024847353501550947,0.0001589755748084975,0.005547585851774559,6.100814236169382e-05,3.712891216895394e-05,0.0006971858330790734,0.0010416162093102668,0.37032703550801205,0.0036811902231505683,0.025167416398053217,0.0442722592882414,0.2659563253470438,1.5844801530628534e-05,6.008156363895014e-05,0.11179790838677788,8.020054455921155e-05,0.007844493121370491,3.752272429125555e-05,0.01331066995613764,0.006800331384502384,0.02527853528790001,0.00021627889080563843,1.1196864603893606e-05,0.0008247766670351428
36,0.009764761134589907,0.0001099650233737095,0.05586551641371,0.00022295401572890617,0.018345009322120295,0.0002368329767154868,0.0001515278422090381,0.031988666353866435,5.815001568879463e-05,3.538948641203318e-05,0.00036469843472773325,0.0009928182791404886,0.3367311671154349,0.004285575900709881,0.021705571309193587,0.06240724907623785,0.2754559817903548,1.5102499796328915e-05,5.726684558758074e-05,0.14253972817845323,7.644328681111056e-05,0.010092883631605447,3.5764849112875794e-05,0.00939882590823016,0.003557258472400161,0.01450193563382937,0.00020614659628449304,1.067231073061713e-05,0.0007861372969447961
37,0.006370735857130649,5.873860785313099e-05,0.04529848071840133,0.00021700066588751965,0.014618567179812598,0.00023050902888366743,0.00014748172421277068,0.03392088253703568,5.659728569850621e-05,3.44445113119928e-05,0.0003549602052482506,0.0009663079042305634,0.35901314673655566,0.0012563237803031525,0.042542511619571996,0.07209934002113261,0.2765886960008891,1.469923069855972e-05,5.573769813095869e-05,0.1129647905913763,7.440208729324519e-05,0.003993889084252735,3.480985102460522e-05,0.00638224334824536,0.006308670995608953,0.011556141323124191,0.0002006420405478298,1.0387337171438893e-05,0.004628862028366784
38,0.0015455956355788785,5.778860459781348e-05,0.03368214490981574,0.0002134910263755539,0.01320073537547088,0.00022678091315496125,0.00014509644265396534,0.035672920589669074,9.204158629039404e-06,3.388742630316807e-05,0.0003492192903233145,0.001732250836630078,0.3577446072741333,0.0012360047478193555,0.05576546381617898,0.06559361767253606,0.29027864716509155,1.4461494096949908e-05,5.483622980197287e-05,0.11791045620368393,7.319875225153408e-05,0.0015975318470573127,3.424685722888608e-05,0.006279020745962687,0.0055047943593277,0.010083610575889185,0.00019739697569796846,1.021933856732452e-05,0.000752770735472734
39,0.0008017242997523573,5.4619542892407e-05,0.05405379639590845,0.00020178341999115798,0.006847425084214692,0.00021434450441316422,0.00013713951787259094,0.03634265125518154,8.699412981609823e-06,3.202907817831618e-05,0.0003300684994804652,0.004027000345584259,0.3146369666901327,0.0011682236456232468,0.04612806544208089,0.03972247913475227,0.2710656168654072,1.3668442119582386e-05,5.1829072990630224e-05,0.19824936031526497,3.444499180948366e-06,0.0008286644138551919,3.236879831865774e-05,0.007248642278063089,0.002855421755483791,0.014630127973375522,0.00018657194884706652,9.658921600455641e-06,0.00011760844645287112
40,0.0014283761501816049,5.3405860277857415e-05,0.08713934604771008,0.00019729965803016818,0.006695270739102123,0.0002095816267918162,0.00013409218646343675,0.024422888675825753,8.506106232167316e-06,3.131737073283926e-05,0.0003227341576274213,0.00717462505774414,0.2783691813998511,0.0001888151243538999,0.058886800307328714,0.029748518179896887,0.2650423583544423,1.3364720233787904e-05,5.067739647548872e-05,0.20318424804094123,3.3679601154350866e-06,0.0008102509387667399,3.164954206544076e-05,0.007087572619730279,0.005087305368569434,0.023371580812218382,0.00018242619590430804,9.444293930559852e-06,0.0001149951084565204
41,0.0025649025262984575,5.263086420987772e-05,0.07162866936450436,0.00010670904408392494,0.004888002112550459,0.00011335171725989006,0.00013214631541641516,0.01921906951069524,8.382670361095309e-06,3.086291050972634e-05,0.00031805081947197,0.003880378654561013,0.3133172846598378,0.0001860751445429195,0.07088077206745083,0.02045365424898719,0.2200474756249309,1.3170778865238719e-05,4.994199435295732e-05,0.24640390148067032,3.319086156041967e-06,0.0007984930288977844,3.119026155715085e-05,0.0038332965534647514,0.005013481229481688,0.015722374795060657,0.00017977892866084883,9.307243602694185e-06,0.00011332636355798251
42,0.0025360329081261534,5.2038470176093404e-05,0.08774734931489064,0.00010550796555300694,0.004832984522927513,0.00011207587119442942,0.0001306589241296771,0.027237195649011108,8.288318045516924e-06,3.051552871530485e-05,0.0019024384101469986,0.006990927777393524,0.2700594177630005,0.00018398074979722023,0.06692187465542561,0.01605584349599019,0.19560009531318814,1.3022533326481334e-05,4.937986526892777e-05,0.29280989315993977,3.2817277188212766e-06,0.0007895054792263382,3.0839195217351684e-05,0.0037901503493867963,0.0027204874298493663,0.018987205933014634,0.00017775540185129216,9.202484624022911e-06,0.00011205080286465037
43,0.009233726725644844,5.061484802798104e-05,0.07884454176818376,0.00010262157254308059,0.00023403745949742043,0.00010900979926799764,0.00012708447358164787,0.023971011416181912,8.061573617783575e-06,2.9680712042303876e-05,0.0033716362259275435,0.00033853594374021705,0.20748138981555417,0.0001789475682038465,0.06509108557514956,0.023972468092368717,0.20727537993556988,1.2666274450972979e-05,4.80289748674658e-05,0.35700840038992526,3.1919491329255193e-06,0.0007679068910572528,2.99955239642803e-05,0.000609368200608708,0.00013173970734980603,0.02082235349293974,2.85789426248287e-05,8.950731240726086e-06,0.00010898541673527159
